rate,text
5,"Works great. If you already have a GPS unit attached to a regular mount, all you have to do is saw off the post directly above the bottom mount, and glue it into place here. There is no height difference because this piece is just a touch higher. No need to re-measure or change GPS settings in your software. Will definitely buy more of these as I build my fleet!"
5,Great to have when needed!
4,I especially like the pull cord release mechanism which makes for easy TV install and uninstall once the bracket is fastened to the wall.  The reason I didn't give it five stars was due to the lack of fine adjustment for leveling the TV after the bracket is mounted to the wall and because I thought the bracket held the TV away from the wall more than it should have - it wasn't as low profile as I would have liked.  I'm happy with the performance of the mount and its price.
5,"I have always connected my smart phone to my vehicles audio input jack for music and navigation. I've used several \\""headphone extensions\\"", auxiliary cables, and brand name \\""audio cables\\""....they all turned out to be losers, regardless of price...<br /><br />This cable works perfectly with it's right angled plugs. It's much harder to accidentally unplug the cable when it mounts more flushly. The audio quality its excellent! Much better than expected as the cable seemed to be thinner than previously purchased cables (which is generally a \\""trick of the trade\\""...add thicker insulation/shroud to give the appearance of a higher gauge/quality wire). I will also note that some 3.5mm \\""headphone\\"" plugs themselves do not \\""lock\\"" firmly when attached but these plugs seem to make FULL contact with the \\""female\\"" plug and lock firmly in place for less accidental disconnects exposing the poor guy at Starbucks to your horrible Ipod mix of 80's workout jams :) I'd recommend these highly!"
5,Slow ship but the comp wire was correct.I hooked it to my playstation2 works great!!! What a different picture with this cable love it!!!Much clearer pic and graphics!Old games seem new with this cable highly recommend it!!I play on a 32inch SHARP LCD HDTV!!!
5,Exellent! Thank you very much!
5,Awesome. Bass is great. Treble is good. Blue tooth connected no problem. The sound great. Best head phones I've bought.
5,"I can't even begin to tell you how great this charger is.  NLee the Engineer has by far the best reviews on this type of product, and everything that compares to it as well.  I would strongly encourage everyone to consider his reviews and a few others too, that put this charging system and it's other models by La Crosse, high on the &#34;must read&#34; list.  So much more than a quick charger, take the time to learn how to use this (which won't take much time at all) and you will love it!!!"
5,Bought the led lights and transformer recommended<br />But if you run a long (12 ft) that one did not work. Got to hot to touch<br />This one stays cool<br />Works fine
5,"Fits most types of audio needs. Very nice set of adapters. Good Quality. A must have, for audio on the go."
5,"I bought this unit for my Family Room because I wanted to have the following there: 1) Better sound from the front speakers, 2) Bluray player, 3) Working surround sound (had problems with some FOX programs), 4) Netflix streaming. 5) Ability to use HDMI to connect everything<br /><br />I had an older THX certified Onkyo receiver and a Panasonic DVD player connected before - neither of them had HDMI support. I had surround sound, but it was using the small cube speakers from Cambridge.<br /><br />I am very happy with this unit. The front speakers have three drivers each and the sound is a lot fuller than my previous setup. The stands are kind of big, so you need to allocate floor space for them. I don't see any way to use the front speakers without the stands. You can use your own speaker wire for all speakers - something that is very important for me and not seen in some of the cheaper units. Since the subwoofer amplifier is in the main unit, you can move the subwoofer to anywhere you can get the speaker wire. My previous subwoofer had a built-in amplifier and I had to keep it behind the TV and use shorter line level cables to the receiver. This new subwoofer was actually vibrating the surroundings back there so I had to move it to another corner of the room with more open space. Was pretty easy since I had a large spool of speaker wire. I did not use any of the wire that was included with the system. I used a much heavier gauge with no problem.<br /><br />You should buy an analog sound meter to calibrate the speakers. There is a setup menu on the GUI that lets you send white noise to all the speakers. I had to knock down the center speaker a bit and crank up the two surrounds to get everything equalized. You can find a few on Amazon, like this one: [[ASIN:B0000YHNKG Extech 407706 Analog Sound Level Meter]] - but they are also available at RadioShack. Set it at 70db, C weighting, slow response. Send the test signal out the left front speaker. Adjust the volume until the meter reads 0dB. Then you just cycle through all the other speakers and adjust them so that the meter also reads 0dB. It's pretty simple and the meter is worth the money. You cannot do this with your ear. I have had my meter for years.<br /><br />The Bluray performance is great. The movies look sharp and crisp on my Sony SXRD projection TV in 1080p/60Hz. The Netflix streaming was also flawless. I didn't order anything from CinemaNow, but the interface seemed to work quickly - just like the entire GUI. Before this unit, I had never heard of Pandora Radio. It's very cool and super easy to use with this system. The unit must enable some Dolby matrix setting because Pandora radio comes out from the surrounds too. YouTube was also easy to use, but I think that prefer the Apple TV interface for this. I did not try Audio CDs or the USB port yet. Don't really need those with the Apple TV pulling all those stuff from my iMac automatically. The iPod dock seems pretty convenient, but again I don't need that since I have an Apple TV. I did try plugging in my iPod touch (first generation) into the dock and it couldn't seem to access it. I have some newer iPods that I can try - the manual shows a very complete GUI interface for the iPod integration so it should be a nice feature for those without an Apple TV. Now that I think about it- if I had bought this device first, I may have never purchased an Apple TV.<br /><br />The only thing that I am having trouble with is the integration with my Harmony One remote. It seems that LG does not supply discrete remote codes for source inputs. The 'InputNext' button downloaded to the Harmony was also not working. I had to re-learn that function and program it to the 'Enter' key for each Activity. The Harmony could not seem to switch between activities using this button, so I will just do it manually. I couldn't seem to find a way to have the LG skip over my unused inputs - like FM, AM, Coaxial, Optical. I am hoping for a firmware updatethat would do this because it would speed up the input switching task. I suppose they could also add these discrete codes using a firmware update. That would be great, but I'm not sure how long it would take Logitech to get the codes into their database.<br /><br />This system really is a great buy. I have not found another device close to this price that included HDMI inputs and full range front speakers. My room is about 15 x 20 and the sound levels are fine. I can recommend this device for small to large rooms without hesitation. I have a front projector in my basement paired with much larger in wall and a full 7.1 speaker system setup. This LG is a much easier setup that has great performance. Unless you are willing to buy and build a real home theater setup, you should be very happy with this unit.<br /><br />UPDATE 12-31-09: The iPod dock does work. Finally realized that I needed to use the iPod button on the original remote to access it. The InputNext button on my Harmony One would not cycle to the iPod. Also, the USB interface did play music and photos from a USB drive fine, but as was mentioned by others will not play videos.ed up the input switching task. I suppose they could also add these discrete codes using a firmware update. That would be great, but I'm not sure how long it would take Logitech to get the codes into their database.    This system really is a great buy. I have not found another device close to this price that included HDMI inputs and full range front speakers. My room is about 15 x 20 and the sound levels are fine. I can recommend this device for small to large rooms without hesitation. I have a front projector in my basement paired with much larger in wall and a full 7.1 speaker system setup. This LG is a much easier setup that has great performance. Unless you are willing to buy and build a real home theater setup, you should be very happy with this unit.    UPDATE 12-31-09: The iPod dock does work. Finally realized that I needed to use the iPod button on the original remote to access it. The InputNext button on my Harmony One would not cycle to the iPod. Also, the USB interface did play music and photos from a USB drive fine, but as was mentioned by others will not play videos."
5,"I really rely on user reviews when buying unfamiliar technology, so when I was tempted to by a cheap IR wireless headset, I started reading reviews.  I quickly decided to go with RF instead of IR because I wanted to walk all over the house, outside, etc.<br /><br />But there were tons of choices.  The reviews kept taking me back to the Sennheiser RS-120, so I bought one.  They are great!<br /><br />They are comfortable to wear, and the sound quality is great. I can walk anywhere in the house or in my backyard or front yard, and there's no problem with reception.<br /><br />What I really love is the way they stay charged.  The headphones are equiped with rechargeable batteries, and when you drop the headset back in it's cradle, it charges automatically.  Two hidden metal contact points in the headband automatically make contact with the metal points on the charger, so you don't have to plug them in.  They are always ready.<br /><br />Now my wife wants her own set."
5,"We recently converted from a rear projection TV to a wall mount plasma and we bought these speakers to replace our floor standing units.  While I did not expect these speakers to do as well as my high end towers, I was pleasantly surprised by the sound quality.  While they don't sound as good as my old Image speakers, they are a close second and are a fraction of the cost.  The sound quality is improved by adding fiberglass insulation behind the speaker, but you may have to drive them a bit harder to get the same volume.  I also had some issues with the clips not spinning out, but realized this was because I test fit the speakers a couple of times (first to test the fit, secondly to add insulation).  I found that the problem is that the plastic clips get lose when you run the screw through them a couple of times.  A bit of Locktite (nail polish would also work) will hold the clip to the screw allowing it to spin into position."
5,"I did a bunch of research on ipod speakers and found some that were pretty loud. But why do they have to be so expensive? The ipod is the technology and what we are looking for is just speakers. (tiny ones). I needed speakers for the beach, not for my house or to entertain many people. Just my wife and I at the beach. For me,paying $184 for tiny speakers for the beach would be rediculous. But this Logitch mm22 is perfect for me. I was actually impressed by the sound. Like I said it is for the beach and sits on the blanket with us. Someone wrote that the cradle kept falling. Well don't use it! Just lay the Ipod next to it. You don't even have to fold the speakers up. Just leave them down. If you buy ipod speakers for looks or major entertaining, you're a fool. Buy some rechargable batteries and you are good to go. Enjoy"
5,Just would like to say I am very impressed with the fast delivery and more impressed with the quility of the cable even though it's made in China. Whats not these day's!
5,"I do a lot of instrumental music recording and performing, and I use these Sony rechargeables EXCLUSIVELY in my gear, the most power-hungry of which are my [[ASIN:B000VBH2IG Zoom H2 Handy Portable Stereo Recorder]] and my [[ASIN:B0015YG34M GigLight Compact LED Music Stand Light]].  I also use them in my [[ASIN:B000V1VG2E Canon PowerShot A720IS 8MP Digital Camera with 6x Optical Image Stabilized Zoom]] when going \\""optical\\"" rather than \\""audible.\\""<br /><br />I can EASILY record two hours of music on my H2 with two of these batteries at 44.1kHz, 16-bit.  I have never even come close to their running out early, and I've never had the device quit because of a lack of power.  And I have recharged these MANY times for MANY gigs.<br /><br />Loading my GigLight with these, I have found I can run it OVERNIGHT -- even 24 hours! -- and not drain them completely.<br /><br />Plus, the batteries last between 200-400 pictures in my Canon, depending on whether I'm using a lot of flash and whether or not I leave the AF on \\""continuous.\\""  I'm never short of power.  It's amazing.<br /><br />Charge time is very reasonable, and when I use the H2, which uses only 2 batteries, I have a spare pair at the ready if I need them.<br /><br />These leave Alkis in the dust!  HIGHLY recommended -- and that's high praise because I'm generally NOT a Sony fan.  But I am a fan of these!"
5,"I have tried many in ear headphones over the years, with varying success. Most of them have ended up breaking within a few months. Not these. Aside from being durable, they sound fantastic.  The bass response is very good, better than any other in ear headphones I have used. Excellent clear treble as well, I have never heard any distortion out of these headphones, and they can get surprisingly loud. Forget the pricier in ear phones, and buy these!"
5,Only lightscribe CDs I use. Always a good buy and always delivered intact.
5,is what it is a cheap wall mount 40 inch samsung was on the wall in less than 10 min reeeeal close to wall
5,"I've been very happy with Eneloop rechargeables for a number of years now. My stocks got depleted when I moved and since the number of battery-operated devices I had was increasing, I went ahead and got the full set. Charger, batteries, &#34;C&#34; and &#34;D&#34; cases. They charge quickly, they hold a charge well, and they're good quality batteries even after Sanyo sold them to Panasonic."
5,"I ran this from my receiver to a tower speaker, and the sound is great. I can't detect any signal loss or distortion due to the length of the cable. It reminds me a lot of the horrible overpriced Monster cables."
5,"A simple to use device that was ready to go out of the box.  My 14 year old had it clipped to his bag as he road his bike to practice about 10 minutes after opening the box.  The sound is clear and reacted as expected to changes to the equalizer setting on the iPhone 6, which it is linked.  It is also linked to an iTouch, 3rd generation.  No issues at all.  The first full charge lasted about 9 hours of play time.  Great value!"
5,I bought two pair for both my son's because we travel a lot and they can use them on there DS and also the screens that are in the car. Amazing quality. They are super clear and they adjust to both there heads perfectly. Would def recommend!
1,"Awful sound quality, strange static and ringing noises regardless of what I plugged into it. Purchased two and both were malfunctioning. Didn't feel like it was worth the time to get my money back."
5,it worked like a charm on my Surface Pro Tablet. I have no complaints this is great for on the go plugging into a projector or into a nice big monitor at the office so I can have two screens!
4,"I'm happy with the performance and it has already protected my Apple Mac Mini and LCD TV set up during a storm and during power outages.  My only beef is the display, which shows interesting information is impossible to read, except from directly in front of it.  Mine is on the shelf in the cabinet below the TV, flat on its back.  The only way to view the display is to pull it out with all the cords attached.    Other than that, it works great."
2,"These sound like toy headphones, the cord is cheap, they are not particularly comfortable... no reason to buy these"
4,"Very compact design and you will need to read the instructions carefully to save stations because its not all that intuitive. Having said that, the radio delivers what it promises. HD FM radio.  HD radio is similar to HD TV- the signal is very strong or gone and if you scan stations in one location, they may not be available in another.    I rode the train with this radio and found it satisfactory in holding stations (with occasional loss of signal for a moment or two)and clear sound delivered through small earbuds.    There is no AM frequency, and the only way to charge the battery is by connecting to a PC unless you buy additional  accessories."
1,"Product is too heavy to place on shirt, Magnet is hard to remove and the sound quality is really bad!"
4,This didn't work to make my video camera start working again but I think there is something more seriously wrong with it and I need to take it in for repair.
1,"My mother-in-law bought this for my 5-year-old son for Christmas.  It's a nice looking clock and sounds decent.  However, it is virtually unusable.  It has, I think, 7 cones on it for control buttons.  However, you have to use exactly two of them to set the time, the alarm time, the alarm on/off and the date.  I'm an engineer and it takes me time to figure out how to do it.  There's no way my 5-year-old can.  And for him, he'll just hit the cones and change something and then you have to reset everything.    Also, with the radio, it's not AM, only FM, despite the description.  And there are no presets or even an indicator of what channel you're on.  All you have is a Scan button.  Hope you don't miss the channel you were looking for.    This is just a very poorly designed clock.  It looks nice, but I can't imagine they let anyone try to use it before they put it in mass production."
5,i had a sony before this it worked great. i had to upgrade though when we bought a 3d tv. i was disapointed the remote would not work with other products that were not sony.
5,It works with no problems.
1,This product arrived quickly to my residence. It was not the correct piece of equipment. It matched the specs for my unit but did not have the corect end piece.  I had to order another product.
3,"The audio quality of the Phiaton PS 20 NC is above average: full bass, clear midrange and slightly rolled-off treble.  The overall sound is \\""warm\\"".  Using an equalizer to boost treble can restore some of the high frequencies.  The large audio drivers may be uncomfortable for people with smaller ears.<br /><br />I used a set of Comply foam tips to improve ear comfort for longer listening sessions.  The Phiaton's active noise reduction does not function effectively.  Jet and wind noise are very audible with or without the noise reduction engaged.  Compared to the Audio Technica  ATH-ANC23 earphones I had previously, the Phiaton PS 20 NC provide negligible ambient noise reduction on a jet airliner (McDonnell-Douglas DC9-50).  I tried back-to-back comparisons in-flight with a set of Ultimate Ears UE700 passive earphones with Comply foam tips, and the UE700 earphones allowed significantly less noise leakage than the Phiatons.  In a relatively quiet office environment, the Phiaton's provide a subtle reduction in background noise, but it is not worth paying a premium for this minor improvement."
5,These headphones are such a good price.  They are not the highest quality but for the price they are more than worth it.  If you like to have audio at a certain level (whether lower or higher than the other person you are watching tv with) then this product is worth your investment.
4,"This new line of flash-based, coin-like (but they are thick coins, esp. in the waist!) MP3/ATRACT players from Sony are the latest models of their Psyc line of digital music players.  The new-age styling of these MP3 players does psyc you out. Which is not a bad thing, as they are more euro-cool than the rather bland and boring iPod and the downright butt-ugly iRiver. The more I look at the Psyc, the more I like its looks.<br /><br />The new silver Psyc MP3 player features 1GB of flash memory, which is great for those of you jogger jocks out there. You can shake this thing violently and it won't skip a beat, unlike those hard drive-based players. Before you insert an AAA battery, the Psyc weighs in at an amazingly light 0.9 oz. -- that's right, folks, it's less than an ounce! With the AAA battery, my guess is it's about 2 oz. It's very small although, relatively speaking, it looks a little thick -- esp. in the middle area where the single AAA battery resides. (About 0.75 in. at its thickest part.)<br /><br />What, you ask, it uses an AAA battery? Yes my friend, and this one AAA alkaline battery can power the player up to 70 hours! That's almost three full days of continuous playing. The phrase \\""up to\\"" here means that in order to get all 70 hours of playing, you must 1) play ATRAC3Plus songs encoded at 48kbps and 2) do not press buttons or do random play (i.e., just leave the player playing sequentially). In the real life we like to skip a song, fast forward, random play (a.k.a. shuffle play), turn it on and off and on and off, and most importantly, we play MP3 songs. All these operations reduce the battery life. Given my experience with previous Sony MP3 players, my estimate is one good AAA battery should last you 40 hours or more. (With my beloved Sony NW-HD3, I routinely get the advertised battery life of 30 hours even when playing MP3 files.)<br /><br />Of course, the use of AAA means you get an abundant and ready supply of cheap power source, and you can trek in the Amazon for weeks on end without having to worry about finding an AC outlet.<br /><br />The Psyc also comes in three other colors (green and blue for the 512MB version, and orange for the 256MB version).  It has a nice, sharp backlit LCD screen, so you always know what you are playing as opposed to having to guess as on some other certain MP3 player. It plays MP3 as well as Sony's ATRAC songs. If you are an ATRAC fan you'll like the sound quality of this little player; it's at least as good as Sony's MD players. For MP3's, the sound quality is a bit \\""muffled\\"" compared to my NW-HD3 20GB player, but still quite good if you pair it with a good pair of headphones (i.e., ditch the stock earphones).<br /><br />Sony still has a long, long way to go in the user interface department, as this has always been its weakness, whether it's digital music or digital video or anything else. The Psyc is not hard to use; its basic functions are no-brainers. But, for anything beyond play/pause/skip, its interface, whether on the unit itself or on the PC transfer side, is still not polished and was clearly designed for a Japanese audience -- Japanese consumers reportedly love to play with complicated gadgets; no surprise given how elaborate sushi-making and origami are. We American consumers like things that are elegant and simple, and Sony has a lot of room for improvement in this regard.<br /><br />In short, I don't think you'll be disappointed in the new Psyc flash-based MP3 players. They are stylish and lightweight and lasts forever on cheap AAA batteries. They have good sound quality and are priced right. Just be prepared to spend some time with the manual and experimenting a little with transfering music. If you are stuck, you are welcome to e-mail me at gadgester @t hotmail with your questions.<br /><br />Recommended.n trek in the Amazon for weeks on end without having to worry about finding an AC outlet.  <br /> <br />The Psyc also comes in three other colors (green and blue for the 512MB version, and orange for the 256MB version).  It has a nice, sharp backlit LCD screen, so you always know what you are playing as opposed to having to guess as on some other certain MP3 player. It plays MP3 as well as Sony's ATRAC songs. If you are an ATRAC fan you'll like the sound quality of this little player; it's at least as good as Sony's MD players. For MP3's, the sound quality is a bit \\""muffled\\"" compared to my NW-HD3 20GB player, but still quite good if you pair it with a good pair of headphones (i.e., ditch the stock earphones).  <br /> <br />Sony still has a long, long way to go in the user interface department, as this has always been its weakness, whether it's digital music or digital video or anything else. The Psyc is not hard to use; its basic functions are no-brainers. But, for anything beyond play/pause/skip, its interface, whether on the unit itself or on the PC transfer side, is still not polished and was clearly designed for a Japanese audience -- Japanese consumers reportedly love to play with complicated gadgets; no surprise given how elaborate sushi-making and origami are. We American consumers like things that are elegant and simple, and Sony has a lot of room for improvement in this regard.  <br /> <br />In short, I don't think you'll be disappointed in the new Psyc flash-based MP3 players. They are stylish and lightweight and lasts forever on cheap AAA batteries. They have good sound quality and are priced right. Just be prepared to spend some time with the manual and experimenting a little with transfering music. If you are stuck, you are welcome to e-mail me at gadgester @t hotmail with your questions. <br /> <br />Recommended."
5,Purchased this cable to connect my PS3 to my receiver. Build quality is excellent. No problems at all. I would recommend this product to anybody needing a quality HDMI cable at a reasonable price. I would not hesitate to purchase other AmazonBasics products in the future.
5,"The wife bought one of these over a year ago and absolutely loves it!  She also has the mouse pad.  Yes, they do stain after awhile, but, they sure help her when using the computer all day.  I give this five stars!!"
2,"I purchased these for my husband who wanted some high end head phones.  He tried to like them but they just did not work.  I used them to see what was wrong and thought they were more complicated than necessary.  For one they had to be charged prior to use.  I am not sure why as they could be used without charging but reportedly you get a better sound with charging, I could not tell the difference.  The control box attached is big and bulky and awkward if you are trying to listen to something on go you need to have a pocket to put this in and lastly the earpieces just did not fit snugly or stay in my ears despite changing the size of the tips.  I was very disappointed especially at this price point."
5,This is the most simple and most handy little do-dad i have ever seen! I love it! It makes is very easy to carry your headphones with you any where you go without having to untangle them when you get there. I highly recommend this little gem!
1,"....& need to fix: Video quality. It's poor, static-prone & easily bumped by external factors such as mobile phones, computers etc.<br /><br />The biggest problem i had with it tho' is the internal battery. Although rechargable, the charge lasts for less than two hours (not 2.2 as mentioned)---far shorter than most of the activities it's being used for.<br /><br />Worse yet, the receiver only has a composite video output with stereo RCA audio jacks. Most TV's & especially monitors these days have HDMI as the standard. And as there are no adapters, you're going to have to hunt for an old fashioned TV to make this product work...."
5,"Purchased this to expand the number of optical inputs for a new sound bar and it works perfectly. Quick switching, low profile and makes my soundbar purchase that much sweeter. I didn't even know this type of product existed until I found it on Amazon. Been using it for 2 weeks and no problems"
4,"These lasted me awhile, maybe 6-8 months, with constant use (I like to listen to music before i go to sleep). I don't think I will be buying them again though, because the zipper loses its coolness after a couple weeks, and became somewhat a nuisance due to 2 thing:<br />The zipper adds some weight to the cord, and the zipper itself just feels weird."
5,"I never knew earbuds could sound this good!  The difference in quality is stunning.  Both with and without the noise cancelling I am hearing parts of my music that I hadn't heard on my Galaxy 3S before using these earbuds.  I had just assumed it was the limitation of the phone, but listening to orchestral or vocals with these earbuds revealed that there is nothing wrong with the signal.  This sound rivals my full sized Infinity speakers.<br /><br />The noise cancelling is very effective.  Having a &#34;kill&#34; button in the lanyard is a nice feature to have so that I can converse with a coworker or child without fumbling with my phone."
4,"I bought this for my wife as a gift.  It was easy to install and works flawlessly.  She is well pleased with it so that pleases me greatly.  I do think it was a little pricey but certainly within range.  Thus, I have given it an overall good rating."
5,Just what I needed it work perfect so far if it keeps working this way for a couple of years you got my business thanks
5,Love these headphones. They stay in no matter what.
5,This is great if you still have a TV or any other equipment that uses DVI.  Great picture quality and great for the price.
5,"My daughters, ages 13 and 8, both bought one of these with their holiday money. What a great choice! It came ready to go straight from the box. Both Sony's were fully charged and started right up, navigating was simple and syncing with our computer was a snap. Even our 8 year old opened it right up and moments later had videos uploaded and was happily listening to her favorite songs. The video quality is absolutely amazing. The screen isn't overly large but the image is crystal clear. Sure, they both love the ipod touches and admittedly, this lil gadget is only for music/book listening and video watching-not playing games or communicating electronically--but for the price and given their primary desire was to listen to music and watch some videos, this was a perfect choice and is still compact enough to easily carry around or even run with. A+ My only regret is not yet upgrading my own Philips GoGear"
4,"The sansa Fuze 8Gb is a good product for a good price.    the good :  + Compared to the ipod nano : price and radio + memory is good.  + can be seen like a external hard disk    the bad :   - the memory card extension is seen completly separated (so you can not manage all the library at the same time but split in 2)  - with a lot of title or different album, the navigation can be long (not fast speed, of shortcut ...)   - amazon send me the product in 15 days (standard shipping)"
4,"After my creative earphone was totaled by my 18 month old daughter, I have been looking for a replacement. With the positive reviews on Amazon, I decided to give this one try. Well, this earphones are just great! I prefer the traditional style with bigger drivers to the modern earplug style with tiny drivers. And this does have big drivers producing warm and smooth sound. I gave 4 star as the high frequency feels not crispy enough for me. However, this is very solid everyday earphone that you can get without breaking your piggy bank."
5,Easy to install. Strong connection. Small profile minimizes cable clutter behind an amp.
5,"One word, awesome. If it was not for a small scuff, I would have thought it was new! The interior was very clean, no dust whatsoever. The tape head, capstan, pinch rollers all did not require any cleaning from me. All I did was insert a cassette, plug it to my speakers and listen to music so clear I almost cried. Just kidding. The radio is flawless too. The only thing missing is Dolby NR capability but at $30, who's complaining. Perfect for those who want a good reliable cassette walkman without shelling a ton for those on ebay with absurd prices."
5,Great product... Even better price! Would recommend to anyone and everyone! All I has to do was put the batteries in and it worked!
4,"I like the player, but the volume resets each time to a very loud setting.  I have to turn the volume down BEFORE I put my headphones on."
1,"Mine does an automatic reboot on a regular basis while trying to listen to music.  I don't think I have ever had it play for more that 30 minutes.  I notified Rio of this, they assigned a \\""case number\\"" and made a suggestion for a solution.  By the time I tried the \\""solution\\"" and found that it did nothing it was beyond the warranty period.  I am now trying to negotiate having it covered under warranty, although I doubt that I will have much luck. <br /> <br />Don't buy this if you want a reliable product and don't want to throw your money away."
5,Bought 2 of these cables for a setup of Sony LED HDTV and Pioneer Elite VSX-53 AV Network Receiver. These work great and saved me a lot of money than buying overpriced cables. Definitely recommended!
2,most of my songs don't download on it and I can't even get it to play all the ones that do  every time I turn it on it starts with the same song and plays in the same order can't seem to change it
5,"I bought these headphones to sacrifice their drivers for a sound isolating headphone mod, and thought that I'd give these a try.<br />At $14, these are ridiculously good for the money.  They aren't Audio Technica M50s.  However at 10% of the price, they don't have to be.<br /><br />First, the weaknesses:<br />1. Look and feel cheap (they are cheap!)<br />2. No isolation (they're open headphones, duh!)<br />3. Not the richest, most airy, most resolving, or warmest headphones.<br />4. Cheap headband.  Pinches the ears after 10 minutes of wear.<br /><br />Strengths:<br />1. Very coherent.  While the highs aren't the highest and the bass isn't the strongest, overall the package works very well.  There's no overemphasis on any particular spectrum.  (Eg. Grado trebles, Beats bass).<br />2. Nicely textured.  Voices are nice and lively, textured.<br />3. Really cheap!  Most headphones in this class are around 4x-7x more (Sennheiser PX100, Grado 60i).<br />4. Includes a gold plated 1/4 jack converter.<br />5. Cables are not microphonic."
5,"It's 14 Ga wire, not much to say except it conducts electricity as expected.  And that's why I bought it."
3,"USB ports failed upon receipt, not sure if I should give it a second try.<br />If you are lucky to get a good one, it should be an ideal solution for someone like me who owns iPad and another Samsung tablet."
5,"What can you say about an HDMI cable?  It carries signal from one point to another, but this cable made me say &#34;wow&#34; to myself when I took it out of the box.  I was expecting a normal plastic-coated cable, but instead received a very nice flexible braided cable. It has a very nice tactile feel to it as a result, and looks great.<br /><br />I bought this cable mainly because of price, but got a cable far better than expected.  Very happy with BlueRigger, and I will definitely look for this brand again.  The seller also had very fast shipping."
1,This is my 2d or 3rd replacement lamp.  None of them work for more then 2-3 months.  Time to ditch the TV and upgrade I suppose.
1,"DO NOT BUY THIS!  UNLESS YOU BUY \\""ADD-ON\\"" SOFTWARE FROM ARCHOS YOU WILL NOT BE ABLE TO PLAY ANY VIDEO CONTENT IN AC3 FORMAT, WHICH IS THE AUDIO FORMAT MOST USED ONLINE!!!!!!!!"
2,I bought this for an upcoming trip to hold DVDs. I will be surprised if it holds up! It is very cheap plastic and will be easily crushed. I hope the DVDs survive!
5,"Very good product, my friend and I are very like."
4,"I originally purchased this item about 2 years ago and it has worked great for me since. I recently purchased a second one for a backup. I use it when sleeping at night to mask unwanted noises. The speakers are not too large for my ears - they fit fine as long as I use a soft pillow. I can imagine that using a harder pillow might be troublesome. The quality of the speakers are as I would expect and are very acceptable. The cord provided is not quite long enough for me to place my smart phone (which I use as the noise source) on my nightstand so I am using an extension cord. The only problem with the second purchase is that the headband seems smaller than the original and is very tight on my head.  It seems that the product is now being promoted as a sports headband and not for use while sleeping so maybe a tighter fitting headband is more appropriate?  Maybe it will stretch after some use, but it's definitely smaller than the original band I purchased.  If it weren not for the smaller headband I would have given the product 5 stars."
5,Easy to see time and date.
5,"Muy buen producto y entrega a tiempo , lo recomiendo , calidad y servicio , very good, excelente . ."
2,"1- Pig tail antenna wire is 30\\"" long and has to be plugged into headphone jack to have FM or TV reception though speaker.  No reception except AM without wire.  How would like a 30\\"" wire sticking out of your cell phone or PDA wifi?  Looks bad. <br />2- Bottom of radio case is not perfectly flat so it just barely stands up with speaker facing you.  Sangeon could have made a more flat bottom to case. <br />3- There are two timers.  A short count down and an alarm at some predetermined time.  Neither alarm will either shut off sound from radio or turn sound on at a set time.  So it can't be used as an radio on alarm travel or fall asleep to music.  I don't understand below comment about person falling asleep to radio and having it shut off. <br />4- If Amazon allows me to return it I will."
4,Nice charger handles AAA & AA batts. Included batts seem to have good capacity. Would be nice to have some AA batts included as well.
5,Love it! No more cable bill!!!!
5,"Great sound for such a little speaker.  It just plugs into the MP3, DVD or ipod that my son is always using and it keeps him from carring around a large speaker that always needs batteries."
4,Good cables to connect my system.
5,"I have purchased many Twisted Veins cables for use in auditoriums and have never been disappointed by the quality or the price.<br /><br />Pros: Quality, Extra goodies (Velcro Straps and Adapter), Price<br />Cons: Can't think of a single one!"
3,"Using this as I type. From my brief experience thus far, I would say I am satisfied. Love the cup action, noise cancellation with this bugger is stellar. Quiet handy in tuning out the wife and the noise from the tele. I like the fact that I can adjust the volume on each ear individually. I have not tried the stereo/mono function yet. Three stars because I just got it. Will edit review later."
5,A-1
5,"Not much to say about a cable.  It was inexpensive, works great and was delivered fast.  Can't imagine why anyone would pay more for this type of cable.  Well made."
3,"Honest Review: This product is not perfect, but I couldn't swim without it. I was on swim team all throughout middle school and high school but stopped after graduation. I loved swimming but the process of getting in and out of the pool was a pain and you can't even listen to music. I recently started lap swimming again as my primary exercise. I heard about these waterproof headphones from a friend and I was pumped to try them. I read the reviews, I knew what I was getting into with all the complaints. My main issue is that water still gets in through the sealed ear buds even though I sized them correctly. I usually lose sound in one ear after 15 minutes of swimming. When they dry the sound does goes back to normal in both ear buds. I cannot do flip turns or backstroke without them falling out. I use them for my warm up, cool down and light-moderate freestyle. They do have a more cons than pros but I am so happy that I can listen to music while swimming that I will take it."
